k,diag_k
312,-5.55111512312578270e-16
313,-5.55111512312578270e-16
314,-5.55111512312578270e-16
315,-5.55111512312578270e-16
316,-5.55111512312578270e-16
317,-5.55111512312578270e-16
318,-5.55111512312578270e-16
319,-5.55111512312578270e-16
320,-5.55111512312578270e-16
321,-5.55111512312578270e-16
322,-5.55111512312578270e-16
323,-5.55111512312578270e-16
324,-5.55111512312578270e-16
325,-5.55111512312578270e-16
326,-5.55111512312578270e-16
327,-5.55111512312578270e-16
328,-5.55111512312578270e-16
329,-5.55111512312578270e-16
330,-5.55111512312578270e-16
331,-5.55111512312578270e-16
332,-5.55111512312578270e-16
333,-5.55111512312578270e-16
334,-5.55111512312578270e-16
335,1.00000000000000000e+00
336,1.00000000000000000e+00
337,1.00000000000000000e+00
338,1.00000000000000000e+00
339,1.00000000000000000e+00
340,1.00000000000000000e+00
341,1.00000000000000000e+00
342,1.00000000000000000e+00
343,-5.55111512312578270e-16
344,-5.55111512312578270e-16
345,-5.55111512312578270e-16
346,-5.55111512312578270e-16
347,-5.55111512312578270e-16
348,-5.55111512312578270e-16
349,-5.55111512312578270e-16
350,-5.55111512312578270e-16
351,-5.55111512312578270e-16
352,-5.55111512312578270e-16
353,-5.55111512312578270e-16
354,-5.55111512312578270e-16
355,-5.55111512312578270e-16
356,-5.55111512312578270e-16
357,-5.55111512312578270e-16
358,-5.55111512312578270e-16
359,-5.55111512312578270e-16
360,-5.55111512312578270e-16
361,-5.55111512312578270e-16
362,-5.55111512312578270e-16
363,-5.55111512312578270e-16
364,-5.55111512312578270e-16
365,-5.55111512312578270e-16
366,-5.55111512312578270e-16
367,-5.55111512312578270e-16
368,-5.55111512312578270e-16
369,-5.55111512312578270e-16
370,-5.55111512312578270e-16
371,-5.55111512312578270e-16
372,-5.55111512312578270e-16
373,-5.55111512312578270e-16
374,-5.55111512312578270e-16
375,-5.55111512312578270e-16
376,-5.55111512312578270e-16
377,-5.55111512312578270e-16
378,-5.55111512312578270e-16
379,-5.55111512312578270e-16
380,-5.55111512312578270e-16
381,-5.55111512312578270e-16
382,-5.55111512312578270e-16
383,-5.55111512312578270e-16
384,-5.55111512312578270e-16
385,-5.55111512312578270e-16
386,-5.55111512312578270e-16
387,-5.55111512312578270e-16
388,-5.55111512312578270e-16
389,-5.55111512312578270e-16
390,-5.55111512312578270e-16
391,-5.55111512312578270e-16
392,-5.55111512312578270e-16
393,-5.55111512312578270e-16
394,-5.55111512312578270e-16
395,-5.55111512312578270e-16
396,-5.55111512312578270e-16
397,-5.55111512312578270e-16
398,-5.55111512312578270e-16
399,9.99999999999999889e-01
400,9.99999999999999889e-01
401,9.99999999999999889e-01
402,9.99999999999999889e-01
403,9.99999999999999889e-01
404,9.99999999999999889e-01
405,9.99999999999999889e-01
406,9.99999999999999889e-01
407,9.99999999999999889e-01
408,9.99999999999999889e-01
409,9.99999999999999889e-01
410,9.99999999999999889e-01
411,9.99999999999999889e-01
412,9.99999999999999889e-01
413,9.99999999999999889e-01
414,9.99999999999999889e-01
415,9.99999999999999889e-01
416,9.99999999999999889e-01
417,9.99999999999999889e-01
418,9.99999999999999889e-01
419,9.99999999999999889e-01
420,9.99999999999999889e-01
421,9.99999999999999889e-01
422,9.99999999999999889e-01
423,9.99999999999999889e-01
424,9.99999999999999889e-01
425,9.99999999999999889e-01
426,9.99999999999999889e-01
427,9.99999999999999889e-01
428,9.99999999999999889e-01
429,9.99999999999999889e-01
430,9.99999999999999889e-01
431,9.99999999999999889e-01
432,9.99999999999999889e-01
433,9.99999999999999889e-01
434,9.99999999999999889e-01
435,9.99999999999999889e-01
436,9.99999999999999889e-01
437,9.99999999999999889e-01
438,9.99999999999999889e-01
439,9.99999999999999889e-01
440,9.99999999999999889e-01
441,9.99999999999999889e-01
442,9.99999999999999889e-01
443,9.99999999999999889e-01
444,9.99999999999999889e-01
445,9.99999999999999889e-01
446,9.99999999999999889e-01
447,9.99999999999999889e-01
448,9.99999999999999889e-01
449,9.99999999999999889e-01
450,9.99999999999999889e-01
451,9.99999999999999889e-01
452,9.99999999999999889e-01
453,9.99999999999999889e-01
454,9.99999999999999889e-01
455,-5.55111512312578270e-16
456,-5.55111512312578270e-16
457,-5.55111512312578270e-16
458,-5.55111512312578270e-16
459,1.00000000000000000e+00
460,1.00000000000000000e+00
461,1.00000000000000000e+00
462,1.00000000000000000e+00
463,1.00000000000000000e+00
464,1.00000000000000000e+00
465,1.00000000000000000e+00
466,1.00000000000000000e+00
467,-5.55111512312578270e-16
468,-2.22044604925031308e-16
469,-2.22044604925031308e-16
470,1.00000000000000022e+00
471,1.00000000000000022e+00
472,1.00000000000000022e+00
473,1.00000000000000022e+00
474,1.00000000000000022e+00
475,1.00000000000000022e+00
476,1.00000000000000022e+00
477,1.00000000000000022e+00
478,-2.22044604925031308e-16
479,-2.22044604925031308e-16
480,1.00000000000000022e+00
481,1.00000000000000022e+00
482,1.00000000000000022e+00
483,1.00000000000000022e+00
484,1.00000000000000022e+00
485,1.00000000000000022e+00
486,1.00000000000000022e+00
487,1.00000000000000022e+00
488,-5.55111512312578270e-16
489,1.00000000000000022e+00
490,1.00000000000000022e+00
491,1.00000000000000022e+00
492,1.00000000000000022e+00
493,1.00000000000000022e+00
494,1.00000000000000022e+00
495,1.00000000000000022e+00
496,1.00000000000000022e+00
497,1.00000000000000022e+00
498,1.00000000000000022e+00
499,1.00000000000000022e+00
500,1.00000000000000022e+00
501,1.00000000000000022e+00
502,1.00000000000000022e+00
503,1.00000000000000022e+00
504,1.00000000000000022e+00
505,-5.55111512312578270e-16
506,-5.55111512312578270e-16
507,-5.55111512312578270e-16
508,-5.55111512312578270e-16
509,-5.55111512312578270e-16
510,-5.55111512312578270e-16
511,-5.55111512312578270e-16
512,-5.55111512312578270e-16
513,-5.55111512312578270e-16
514,-5.55111512312578270e-16
515,-5.55111512312578270e-16
516,-5.55111512312578270e-16
517,-5.55111512312578270e-16
518,-5.55111512312578270e-16
519,-5.55111512312578270e-16
520,-5.55111512312578270e-16
521,-5.55111512312578270e-16
522,-5.55111512312578270e-16
523,-5.55111512312578270e-16
524,-5.55111512312578270e-16
525,-5.55111512312578270e-16
526,-5.55111512312578270e-16
527,-5.55111512312578270e-16
528,-5.55111512312578270e-16
529,-5.55111512312578270e-16
530,-5.55111512312578270e-16
531,-5.55111512312578270e-16
532,-5.55111512312578270e-16
533,-5.55111512312578270e-16
534,-3.33066907387546962e-16
535,-3.33066907387546962e-16
536,1.00000000000000022e+00
537,1.00000000000000022e+00
538,1.00000000000000022e+00
539,1.00000000000000022e+00
540,1.00000000000000022e+00
541,1.00000000000000022e+00
542,1.00000000000000022e+00
543,1.00000000000000022e+00
544,-3.33066907387546962e-16
545,-3.33066907387546962e-16
546,1.00000000000000022e+00
547,1.00000000000000022e+00
548,1.00000000000000022e+00
549,1.00000000000000022e+00
550,1.00000000000000022e+00
551,1.00000000000000022e+00
552,1.00000000000000022e+00
553,1.00000000000000022e+00
554,-5.55111512312578270e-16
555,1.00000000000000022e+00
556,1.00000000000000022e+00
557,1.00000000000000022e+00
558,1.00000000000000022e+00
559,1.00000000000000022e+00
560,1.00000000000000022e+00
561,1.00000000000000022e+00
562,1.00000000000000022e+00
563,1.00000000000000022e+00
564,1.00000000000000022e+00
565,1.00000000000000022e+00
566,1.00000000000000022e+00
567,1.00000000000000022e+00
568,1.00000000000000022e+00
569,1.00000000000000022e+00
570,1.00000000000000022e+00
571,-5.55111512312578270e-16
572,-5.55111512312578270e-16
573,-5.55111512312578270e-16
574,-5.55111512312578270e-16
575,-5.55111512312578270e-16
576,-5.55111512312578270e-16
577,-5.55111512312578270e-16
578,-5.55111512312578270e-16
579,-5.55111512312578270e-16
580,-5.55111512312578270e-16
581,-5.55111512312578270e-16
582,-5.55111512312578270e-16
583,-5.55111512312578270e-16
584,-5.55111512312578270e-16
585,-5.55111512312578270e-16
586,-5.55111512312578270e-16
587,-5.55111512312578270e-16
588,-5.55111512312578270e-16
589,-5.55111512312578270e-16
590,-5.55111512312578270e-16
591,-5.55111512312578270e-16
592,-5.55111512312578270e-16
593,-5.55111512312578270e-16
594,-5.55111512312578270e-16
595,-5.55111512312578270e-16
596,-5.55111512312578270e-16
597,-5.55111512312578270e-16
598,-5.55111512312578270e-16
599,-5.55111512312578270e-16
600,-5.55111512312578270e-16
601,1.00000000000000000e+00
602,1.00000000000000000e+00
603,1.00000000000000000e+00
604,1.00000000000000000e+00
605,1.00000000000000000e+00
606,1.00000000000000000e+00
607,1.00000000000000000e+00
608,1.00000000000000000e+00
609,-5.55111512312578270e-16
610,1.00000000000000022e+00
611,1.00000000000000022e+00
612,1.00000000000000022e+00
613,1.00000000000000022e+00
614,1.00000000000000022e+00
615,1.00000000000000022e+00
616,1.00000000000000022e+00
617,1.00000000000000022e+00
618,1.00000000000000022e+00
619,1.00000000000000022e+00
620,1.00000000000000022e+00
621,1.00000000000000022e+00
622,1.00000000000000022e+00
623,1.00000000000000022e+00
624,1.00000000000000022e+00
625,1.00000000000000022e+00
626,-5.55111512312578270e-16
627,-5.55111512312578270e-16
628,-5.55111512312578270e-16
629,-5.55111512312578270e-16
630,-5.55111512312578270e-16
631,-5.55111512312578270e-16
632,-5.55111512312578270e-16
633,-5.55111512312578270e-16
634,-5.55111512312578270e-16
635,-5.55111512312578270e-16
636,-5.55111512312578270e-16
637,-5.55111512312578270e-16
638,-5.55111512312578270e-16
639,-5.55111512312578270e-16
640,-5.55111512312578270e-16
641,-5.55111512312578270e-16
642,-5.55111512312578270e-16
643,-5.55111512312578270e-16
644,-5.55111512312578270e-16
645,-5.55111512312578270e-16
646,-5.55111512312578270e-16
647,-5.55111512312578270e-16
648,-5.55111512312578270e-16
649,-5.55111512312578270e-16
650,-5.55111512312578270e-16
651,-5.55111512312578270e-16
652,-5.55111512312578270e-16
653,-5.55111512312578270e-16
654,-5.55111512312578270e-16
655,1.00000000000000022e+00
656,1.00000000000000022e+00
657,1.00000000000000022e+00
658,1.00000000000000022e+00
659,1.00000000000000022e+00
660,1.00000000000000022e+00
661,1.00000000000000022e+00
662,1.00000000000000022e+00
663,1.00000000000000022e+00
664,1.00000000000000022e+00
665,1.00000000000000022e+00
666,1.00000000000000022e+00
667,1.00000000000000022e+00
668,1.00000000000000022e+00
669,1.00000000000000022e+00
670,1.00000000000000022e+00
671,-5.55111512312578270e-16
672,-5.55111512312578270e-16
673,-5.55111512312578270e-16
674,-5.55111512312578270e-16
675,-5.55111512312578270e-16
676,-5.55111512312578270e-16
677,-5.55111512312578270e-16
678,-5.55111512312578270e-16
679,-5.55111512312578270e-16
680,-5.55111512312578270e-16
681,-5.55111512312578270e-16
682,-5.55111512312578270e-16
683,-5.55111512312578270e-16
684,-5.55111512312578270e-16
685,-5.55111512312578270e-16
686,-5.55111512312578270e-16
687,-5.55111512312578270e-16
688,-5.55111512312578270e-16
689,-5.55111512312578270e-16
690,-5.55111512312578270e-16
691,-5.55111512312578270e-16
692,-5.55111512312578270e-16
693,-5.55111512312578270e-16
694,-5.55111512312578270e-16
695,-5.55111512312578270e-16
696,-5.55111512312578270e-16
697,-5.55111512312578270e-16
698,-5.55111512312578270e-16
699,1.00000000000000000e+00
700,1.00000000000000000e+00
701,1.00000000000000000e+00
702,1.00000000000000000e+00
703,1.00000000000000000e+00
704,1.00000000000000000e+00
705,1.00000000000000000e+00
706,1.00000000000000000e+00
707,-5.55111512312578270e-16
708,-5.55111512312578270e-16
709,-5.55111512312578270e-16
710,-5.55111512312578270e-16
711,-5.55111512312578270e-16
712,-5.55111512312578270e-16
713,-5.55111512312578270e-16
714,-5.55111512312578270e-16
715,-5.55111512312578270e-16
716,-5.55111512312578270e-16
717,-5.55111512312578270e-16
718,-5.55111512312578270e-16
719,-5.55111512312578270e-16
720,-5.55111512312578270e-16
721,-5.55111512312578270e-16
722,-5.55111512312578270e-16
723,-5.55111512312578270e-16
724,-5.55111512312578270e-16
725,-5.55111512312578270e-16
726,-5.55111512312578270e-16
727,-5.55111512312578270e-16
728,-5.55111512312578270e-16
729,-5.55111512312578270e-16
730,-5.55111512312578270e-16
731,-5.55111512312578270e-16
732,-5.55111512312578270e-16
733,-5.55111512312578270e-16
734,-5.55111512312578270e-16
735,-5.55111512312578270e-16
736,-5.55111512312578270e-16
737,-5.55111512312578270e-16
738,-5.55111512312578270e-16
739,-5.55111512312578270e-16
740,-5.55111512312578270e-16
741,-5.55111512312578270e-16
742,-5.55111512312578270e-16
743,-5.55111512312578270e-16
744,-5.55111512312578270e-16
745,-5.55111512312578270e-16
746,-5.55111512312578270e-16
747,-5.55111512312578270e-16
748,-5.55111512312578270e-16
749,-5.55111512312578270e-16
750,-5.55111512312578270e-16
751,-5.55111512312578270e-16
752,-5.55111512312578270e-16
753,-5.55111512312578270e-16
754,-5.55111512312578270e-16
755,-5.55111512312578270e-16
756,-5.55111512312578270e-16
757,-5.55111512312578270e-16
758,-5.55111512312578270e-16
759,-5.55111512312578270e-16
760,-5.55111512312578270e-16
761,-5.55111512312578270e-16
762,-5.55111512312578270e-16
763,9.99999999999999889e-01
764,9.99999999999999889e-01
765,9.99999999999999889e-01
766,9.99999999999999889e-01
767,9.99999999999999889e-01
768,9.99999999999999889e-01
769,9.99999999999999889e-01
770,9.99999999999999889e-01
771,9.99999999999999889e-01
772,9.99999999999999889e-01
773,9.99999999999999889e-01
774,9.99999999999999889e-01
775,9.99999999999999889e-01
776,9.99999999999999889e-01
777,9.99999999999999889e-01
778,9.99999999999999889e-01
779,9.99999999999999889e-01
780,9.99999999999999889e-01
781,9.99999999999999889e-01
782,9.99999999999999889e-01
783,9.99999999999999889e-01
784,9.99999999999999889e-01
785,9.99999999999999889e-01
786,9.99999999999999889e-01
787,9.99999999999999889e-01
788,9.99999999999999889e-01
789,9.99999999999999889e-01
790,9.99999999999999889e-01
791,9.99999999999999889e-01
792,9.99999999999999889e-01
793,9.99999999999999889e-01
794,9.99999999999999889e-01
795,9.99999999999999889e-01
796,9.99999999999999889e-01
797,9.99999999999999889e-01
798,9.99999999999999889e-01
799,9.99999999999999889e-01
800,9.99999999999999889e-01
801,9.99999999999999889e-01
802,9.99999999999999889e-01
803,9.99999999999999889e-01
804,9.99999999999999889e-01
805,9.99999999999999889e-01
806,9.99999999999999889e-01
807,9.99999999999999889e-01
808,9.99999999999999889e-01
809,9.99999999999999889e-01
810,9.99999999999999889e-01
811,9.99999999999999889e-01
812,9.99999999999999889e-01
813,9.99999999999999889e-01
814,9.99999999999999889e-01
815,9.99999999999999889e-01
816,9.99999999999999889e-01
817,9.99999999999999889e-01
818,9.99999999999999889e-01
819,-4.44089209850062616e-16
820,-5.55111512312578270e-16
821,-5.55111512312578270e-16
822,1.00000000000000000e+00
823,1.00000000000000000e+00
824,1.00000000000000000e+00
825,1.00000000000000000e+00
826,1.00000000000000000e+00
827,1.00000000000000000e+00
828,1.00000000000000000e+00
829,1.00000000000000000e+00
830,-5.55111512312578270e-16
831,-5.55111512312578270e-16
832,1.00000000000000000e+00
833,1.00000000000000000e+00
834,1.00000000000000000e+00
835,1.00000000000000000e+00
836,1.00000000000000000e+00
837,1.00000000000000000e+00
838,1.00000000000000000e+00
839,1.00000000000000000e+00
840,-4.44089209850062616e-16
841,1.00000000000000000e+00
842,1.00000000000000000e+00
843,1.00000000000000000e+00
844,1.00000000000000000e+00
845,1.00000000000000000e+00
846,1.00000000000000000e+00
847,1.00000000000000000e+00
848,1.00000000000000000e+00
849,1.00000000000000000e+00
850,1.00000000000000000e+00
851,1.00000000000000000e+00
852,1.00000000000000000e+00
853,1.00000000000000000e+00
854,1.00000000000000000e+00
855,1.00000000000000000e+00
856,1.00000000000000000e+00
857,-4.44089209850062616e-16
858,-4.44089209850062616e-16
859,-4.44089209850062616e-16
860,-4.44089209850062616e-16
861,-4.44089209850062616e-16
862,-4.44089209850062616e-16
863,-4.44089209850062616e-16
864,-4.44089209850062616e-16
865,-4.44089209850062616e-16
866,-4.44089209850062616e-16
867,-4.44089209850062616e-16
868,-4.44089209850062616e-16
869,-4.44089209850062616e-16
870,-4.44089209850062616e-16
871,-4.44089209850062616e-16
872,-4.44089209850062616e-16
873,-4.44089209850062616e-16
874,-4.44089209850062616e-16
875,-4.44089209850062616e-16
876,-4.44089209850062616e-16
877,-4.44089209850062616e-16
878,-4.44089209850062616e-16
879,-4.44089209850062616e-16
880,-4.44089209850062616e-16
881,-4.44089209850062616e-16
882,-4.44089209850062616e-16
883,-4.44089209850062616e-16
884,-4.44089209850062616e-16
885,-5.55111512312578270e-16
886,-5.55111512312578270e-16
887,1.00000000000000000e+00
888,1.00000000000000000e+00
889,1.00000000000000000e+00
890,1.00000000000000000e+00
891,1.00000000000000000e+00
892,1.00000000000000000e+00
893,1.00000000000000000e+00
894,1.00000000000000000e+00
895,-5.55111512312578270e-16
896,1.00000000000000022e+00
897,1.00000000000000022e+00
898,1.00000000000000022e+00
899,1.00000000000000022e+00
900,1.00000000000000022e+00
901,1.00000000000000022e+00
902,1.00000000000000022e+00
903,1.00000000000000022e+00
904,1.00000000000000022e+00
905,1.00000000000000022e+00
906,1.00000000000000022e+00
907,1.00000000000000022e+00
908,1.00000000000000022e+00
909,1.00000000000000022e+00
910,1.00000000000000022e+00
911,1.00000000000000022e+00
912,-5.55111512312578270e-16
913,-5.55111512312578270e-16
914,-5.55111512312578270e-16
915,-5.55111512312578270e-16
916,-5.55111512312578270e-16
917,-5.55111512312578270e-16
918,-5.55111512312578270e-16
919,-5.55111512312578270e-16
920,-5.55111512312578270e-16
921,-5.55111512312578270e-16
922,-5.55111512312578270e-16
923,-5.55111512312578270e-16
924,-5.55111512312578270e-16
925,-5.55111512312578270e-16
926,-5.55111512312578270e-16
927,-5.55111512312578270e-16
928,-5.55111512312578270e-16
929,-5.55111512312578270e-16
930,-5.55111512312578270e-16
931,-5.55111512312578270e-16
932,-5.55111512312578270e-16
933,-5.55111512312578270e-16
934,-5.55111512312578270e-16
935,-5.55111512312578270e-16
936,-5.55111512312578270e-16
937,-5.55111512312578270e-16
938,-5.55111512312578270e-16
939,-5.55111512312578270e-16
940,-5.55111512312578270e-16
941,1.00000000000000022e+00
942,1.00000000000000022e+00
943,1.00000000000000022e+00
944,1.00000000000000022e+00
945,1.00000000000000022e+00
946,1.00000000000000022e+00
947,1.00000000000000022e+00
948,1.00000000000000022e+00
949,1.00000000000000022e+00
950,1.00000000000000022e+00
951,1.00000000000000022e+00
952,1.00000000000000022e+00
953,1.00000000000000022e+00
954,1.00000000000000022e+00
955,1.00000000000000022e+00
956,1.00000000000000022e+00
957,-5.55111512312578270e-16
958,-5.55111512312578270e-16
959,-5.55111512312578270e-16
960,-5.55111512312578270e-16
961,-5.55111512312578270e-16
